filename,label
/kaggle/input/agricultural-pests-image-dataset/snail/snail (210).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (398).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (353).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (478).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (417).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (99).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/snail/snail (350).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (361).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (272).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (926).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (13).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (148).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (547).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (433).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (39).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (249).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (365).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (149).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (460).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (159).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (611).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (342).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (106).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (94).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (101).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (365).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (167).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (363).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (269).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (368).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (51).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (400).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (278).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (421).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (303).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (118).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (213).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (198).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (317).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (336).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (390).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (298).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (266).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (85).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (55).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (380).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (302).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (765).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (339).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (271).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (194).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (6).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (1).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (189).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (142).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (95).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (3).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (261).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (169).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (387).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (260).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (273).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (194).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (72).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (771).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (4).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (19).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (286).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (373).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (14).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (563).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (280).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (186).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (256).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (471).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (120).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (109).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (389).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (234).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (3).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (29).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (63).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (415).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (76).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (322).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (272).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (229).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (168).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (252).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (645).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (132).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (326).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (237).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (313).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (286).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (279).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (60).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (102).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (650).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (439).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (245).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (169).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (215).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (153).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (330).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (94).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (16).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (133).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (914).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (84).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (39).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (485).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (4).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (165).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (727).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (366).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (93).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (247).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (193).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (172).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (342).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (405).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (759).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (216).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (121).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (203).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (310).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (61).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (30).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (261).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (393).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (304).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (365).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (34).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (468).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (420).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (151).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (20).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (359).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (70).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (840).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (115).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (123).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (328).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (101).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (128).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (159).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (382).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (95).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (272).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (359).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (110).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (414).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (90).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (412).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (136).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (178).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (405).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (325).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (64).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (140).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (443).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (395).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (150).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (187).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (73).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (245).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (220).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (220).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (281).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (316).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (483).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (245).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (322).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (279).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (69).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (308).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (153).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (41).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (737).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (187).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (5).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (467).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (17).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (189).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (789).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (274).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (151).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (4).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (112).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (7).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (289).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (295).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (362).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (187).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (38).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (95).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (329).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (330).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (216).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (401).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (75).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (482).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (279).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (836).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (711).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (346).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (1).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (70).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (253).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (292).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (986).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (102).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (191).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (206).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (303).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (438).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (64).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (121).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (348).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (86).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (176).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (235).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (366).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (130).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (486).jpg,moth
